userName,content,score,date,source,translated_content,year
Dileni Rajapaksha,Bugs everywhere 🤦🏻‍♀️,3,2023-09-28 05:05:58,Google Play,Bugs everywhere 🤦🏻‍♀️,2023.0
mohamed faris,Data usage data is not enough informative. It's look like They try to hide day time & night time data usage.,1,2023-09-27 18:19:36,Google Play,Data usage data is not enough informative. It's look like They try to hide day time & night time data usage.,2023.0
R M I S Rathnayake,It's don't display my security details,5,2023-09-27 02:19:06,Google Play,It's don't display my security details,2023.0
Janithma Lokubalasooriya,👍,1,2023-09-26 15:43:20,Google Play,👍,2023.0
Tuan Hazeem Joonus,History tab doesn't work...,4,2023-09-26 01:06:11,Google Play,History tab doesn't work...,2023.0
Amasha Palpita,We can't downgrade any plans selected from the app always need to contact call center agents. This is very inconvenient. Only can upgrade the packages through the app. In other telecommunication service providers this feature is available which is really convenient for the users. Please add this feature in your app as well.,2,2023-09-23 13:52:44,Google Play,We can't downgrade any plans selected from the app always need to contact call center agents. This is very inconvenient. Only can upgrade the packages through the app. In other telecommunication service providers this feature is available which is really convenient for the users. Please add this feature in your app as well.,2023.0
SS Wann,Very easy to use. Great app,5,2023-09-23 03:52:49,Google Play,Very easy to use. Great app,2023.0
Gihan Jayawardena,Can't reduce data packages. Data packages can only be increased. If we want to reduce the data package we have to give them a phone call. But they do not take steps to implement it properly. I gave them a phone call last month before renewing my data package for this month and asked them to reduce my data package. But they did not implement it properly. Their aim here is to exploit customers' money.,1,2023-09-09 11:18:36,Google Play,Can't reduce data packages. Data packages can only be increased. If we want to reduce the data package we have to give them a phone call. But they do not take steps to implement it properly. I gave them a phone call last month before renewing my data package for this month and asked them to reduce my data package. But they did not implement it properly. Their aim here is to exploit customers' money.,2023.0
NoelDe Silva,SLT FIBER IS SUPER,5,2023-09-08 14:22:31,Google Play,SLT FIBER IS SUPER,2023.0
Amila Akalanka,Terrible UI. App frequently breaks with various error messages.,1,2023-09-08 04:18:26,Google Play,Terrible UI. App frequently breaks with various error messages.,2023.0
Demon 02,"trash. Other than very basic features like checking the remaining data and adding more when needed, everything else is buggy.",1,2023-09-05 12:40:39,Google Play,"trash. Other than very basic features like checking the remaining data and adding more when needed, everything else is buggy.",2023.0
Demantha Fonseka,Worst application ever.cannot add an account. Cannot register even.such a shame,1,2023-09-01 10:16:17,Google Play,Worst application ever.cannot add an account. Cannot register even.such a shame,2023.0
Imalka HEWAGE,Nice,5,2023-09-01 10:09:39,Google Play,Nice,2023.0
Sapusada,Can't use. Not working fine. So many bugs. Always temparary unavailable.,1,2023-08-31 13:57:33,Google Play,Can't use. Not working fine. So many bugs. Always temparary unavailable.,2023.0
Rukshan Amarathunga,Its a very useful,1,2023-08-31 08:20:58,Google Play,Its a very useful,2023.0
DEEPAL PERERA,Great,5,2023-08-30 08:33:46,Google Play,Great,2023.0
Buddhi Basitha (SL Gossip),Application doesn't work,1,2023-08-28 19:07:33,Google Play,Application doesn't work,2023.0
Gajaba,Not working most of the time,2,2023-08-28 14:39:29,Google Play,Not working most of the time,2023.0
Sanjeewa Chathuranga,Good,5,2023-08-27 03:05:51,Google Play,Good,2023.0
Mahen Kasturisinghe,SLT Mobitel is the Sri Lankas communication experiance,5,2023-08-26 23:57:33,Google Play,SLT Mobitel is the Sri Lankas communication experiance,2023.0
Chintha Basnayaka,Number one slt,5,2023-08-26 16:02:23,Google Play,Number one slt,2023.0
Nada raja Baheerathan,Good,5,2023-08-26 09:35:02,Google Play,Good,2023.0
nishantha withanage,Interested,5,2023-08-26 07:40:30,Google Play,Interested,2023.0
Janitha Herath,Okay,4,2023-08-26 06:12:34,Google Play,Okay,2023.0
mustafa khussain,It says to update but not updating.,4,2023-08-26 04:31:51,Google Play,It says to update but not updating.,2023.0
Esiri Eshantha Samaranayake,Excellent,5,2023-08-26 03:47:38,Google Play,Excellent,2023.0
Dedunu Perera,When logging to the app probably we are indicated error notification.,3,2023-08-25 23:43:47,Google Play,When logging to the app probably we are indicated error notification.,2023.0
Lahiru Deraniyagala,"At most times it says that "" service temporary unavailable"" can't check or do anything at important times. Disappointed about the service.",2,2023-08-25 16:56:31,Google Play,"At most times it says that "" service temporary unavailable"" can't check or do anything at important times. Disappointed about the service.",2023.0
Yusry Al Ayad (Slay),No comment,3,2023-08-25 14:18:28,Google Play,No comment,2023.0
Savithri Arnold,This app is trash,1,2023-08-25 14:11:19,Google Play,This app is trash,2023.0
I. M. Javahir (Dr. I. M. Javahir),"Useless, Unable to update",1,2023-08-25 10:41:20,Google Play,"Useless, Unable to update",2023.0
Rohan Perera,Should improve,3,2023-08-25 08:47:27,Google Play,Should improve,2023.0
Kaushika Hewagajamange,Slow and asks me to update even though I am upgraded to the latest,1,2023-08-25 05:41:14,Google Play,Slow and asks me to update even though I am upgraded to the latest,2023.0
Gayan Palliyaguruge,Good. But not perfect.,4,2023-08-25 04:55:17,Google Play,Good. But not perfect.,2023.0
janaka kodikara,Only 3 stars because slow connection,3,2023-08-25 02:48:03,Google Play,Only 3 stars because slow connection,2023.0
Srilal Jayakody,Service provided is good,4,2023-08-25 01:22:56,Google Play,Service provided is good,2023.0
Anil Hettiarachchi,Great,5,2023-08-25 00:45:57,Google Play,Great,2023.0
Chamani Palliyaguru,Good,5,2023-08-24 16:13:05,Google Play,Good,2023.0
Stereo music lk,Good app. I can pay bill easily .,3,2023-08-24 15:56:16,Google Play,Good app. I can pay bill easily .,2023.0
Kasun Danushka,❤👍👍👍👍,5,2023-08-24 14:31:23,Google Play,❤👍👍👍👍,2023.0
KD SAVIRU PERERA,Bad experience this app. Cant display wifi usage now. Customer service are very poor.,1,2023-08-24 12:41:34,Google Play,Bad experience this app. Cant display wifi usage now. Customer service are very poor.,2023.0
ravi jayasooriya,Easy to use,5,2023-08-24 12:35:16,Google Play,Easy to use,2023.0
William Manoraj,when opened requests a update but playstore has no Updates !,1,2023-08-24 11:26:06,Google Play,when opened requests a update but playstore has no Updates !,2023.0
Dilshani Samaraweera,horrid app. cannot pay bill and cannot even complain. does not work properly,1,2023-08-24 11:23:26,Google Play,horrid app. cannot pay bill and cannot even complain. does not work properly,2023.0
Dananjaya Kulaserkara,The app has so many bugs.When i went to pay my bill it wouldn't respond.😡,1,2023-08-24 09:52:39,Google Play,The app has so many bugs.When i went to pay my bill it wouldn't respond.😡,2023.0
asela rangana,Good,3,2023-08-24 07:22:27,Google Play,Good,2023.0
Mohamed Mazoon,Help full app,4,2023-08-24 06:47:45,Google Play,Help full app,2023.0
Anthony Desilva,Good,5,2023-08-24 06:27:04,Google Play,Good,2023.0
Sujith Gunasekara,Superb,5,2023-08-24 02:13:18,Google Play,Superb,2023.0
Gas Nidiya,එල,5,2023-08-24 02:08:02,Google Play,එල,2023.0
Kumarasinghege Pathiraja,Good service,3,2023-08-24 00:57:20,Google Play,Good service,2023.0
Ganga Ihala Korale VRC,Good app,4,2023-08-24 00:27:15,Google Play,Good app,2023.0
Indee Herath,Too much reports but all are useless. And also every month end app not work. Ever month end last two days data usage not showing. Realtime data usage can not see at the point. Useless app.,1,2023-08-23 19:00:37,Google Play,Too much reports but all are useless. And also every month end app not work. Ever month end last two days data usage not showing. Realtime data usage can not see at the point. Useless app.,2023.0
Sisira Mudannayake,Exceptional,5,2023-08-23 18:26:10,Google Play,Exceptional,2023.0
Ruwan Jayanetti,Lot of bugs and inconsistencies,1,2023-08-23 17:48:32,Google Play,Lot of bugs and inconsistencies,2023.0
Govindharaj Arulraj,friendly use and all detail available,4,2023-08-23 17:23:50,Google Play,friendly use and all detail available,2023.0
Zafar Zafrullah,Best,5,2023-08-23 16:49:05,Google Play,Best,2023.0
Charuka Kumarapeli,Very useful & easy.,5,2023-08-23 14:32:55,Google Play,Very useful & easy.,2023.0
sanka Thilakasiri,Wow,5,2023-08-23 13:37:20,Google Play,Wow,2023.0
Ramees Mohamed,Good,4,2023-08-23 10:37:56,Google Play,Good,2023.0
Sittampalam Sithamparapillai,Useful and gives lots of information,5,2023-08-23 08:20:01,Google Play,Useful and gives lots of information,2023.0
Seevali Wanigasekera,Good 👍,4,2023-08-23 07:45:26,Google Play,Good 👍,2023.0
Nipun Sanchika Suraweera,Please add reloading option to this app..i cant to reload to my prepid slt connection😒,5,2023-08-23 07:03:51,Google Play,Please add reloading option to this app..i cant to reload to my prepid slt connection😒,2023.0
Sanjeewa Prasannna,Uu v vb h,5,2023-08-23 06:20:56,Google Play,Uu vb h,2023.0
Tharmalingam Subendran,Mr. Subendrarajah,5,2023-08-22 23:59:49,Google Play,Mr. Subendrarajah,2023.0
